image_id,fold
train_01040.png,2
train_01041.png,0
train_01042.png,3
train_01043.png,4
train_01044.png,0
train_01045.png,0
train_01046.png,0
train_01047.png,0
train_01048.png,0
train_01049.png,4
train_01050.png,0
train_01051.png,3
train_01052.png,0
train_01053.png,3
train_01054.png,4
train_01055.png,0
train_01056.png,2
train_01057.png,1
train_01058.png,3
train_01059.png,4
train_01060.png,4
train_01061.png,2
train_01062.png,1
train_01063.png,0
train_01064.png,1
train_01065.png,0
train_01066.png,2
train_01067.png,1
train_01068.png,0
train_01069.png,0
train_01070.png,0
train_01071.png,3
train_01072.png,1
train_01073.png,2
train_01074.png,2
train_01075.png,2
train_01076.png,1
train_01077.png,4
train_01078.png,4
train_01079.png,2
train_01080.png,4
train_01081.png,0
train_01082.png,3
train_01083.png,0
train_01084.png,0
train_01085.png,1
train_01086.png,3
train_01087.png,0
train_01088.png,1
train_01089.png,0
train_01090.png,1
train_01091.png,2
train_01092.png,3
train_01093.png,1
train_01094.png,4
train_01095.png,0
train_01096.png,1
train_01097.png,4
train_01098.png,1
train_01099.png,4
train_01100.png,1
train_01101.png,0
train_01102.png,3
train_01103.png,1
train_01104.png,1
train_01105.png,4
train_01106.png,2
train_01107.png,3
train_01108.png,1
train_01109.png,2
train_01110.png,4
train_01111.png,2
train_01112.png,2
train_01113.png,2
train_01114.png,4
train_01115.png,2
train_01116.png,0
train_01117.png,4
train_01118.png,1
train_01119.png,0
train_01120.png,4
train_01121.png,0
train_01122.png,0
train_01123.png,0
train_01124.png,3
train_01125.png,3
train_01126.png,2
train_01127.png,3
train_01128.png,4
train_01129.png,0
train_01130.png,4
train_01131.png,3
train_01132.png,0
train_01133.png,0
train_01134.png,3
train_01135.png,4
train_01136.png,2
train_01137.png,1
train_01138.png,2
train_01139.png,4
train_01140.png,4
train_01141.png,3
train_01142.png,4
train_01143.png,2
train_01144.png,0
train_01145.png,2
train_01146.png,4
train_01147.png,1
train_01148.png,0
train_01149.png,2
train_01150.png,0
train_01151.png,3
train_01152.png,3
train_01153.png,4
train_01154.png,3
train_01155.png,0
train_01156.png,3
train_01157.png,2
train_01158.png,1
train_01159.png,4
train_01160.png,4
train_01161.png,3
train_01162.png,4
train_01163.png,4
train_01164.png,2
train_01165.png,4
train_01166.png,1
train_01167.png,0
train_01168.png,1
train_01169.png,1
train_01170.png,4
train_01171.png,0
train_01172.png,2
train_01173.png,0
train_01174.png,2
train_01175.png,3
train_01176.png,2
train_01177.png,2
train_01178.png,4
train_01179.png,0
train_01180.png,1
train_01181.png,2
train_01182.png,0
train_01183.png,1
train_01184.png,3
train_01185.png,2
train_01186.png,3
train_01187.png,4
train_01188.png,2
train_01189.png,1
train_01190.png,0
train_01191.png,2
train_01192.png,4
train_01193.png,1
train_01194.png,4
train_01195.png,4
train_01196.png,3
train_01197.png,4
train_01198.png,1
train_01199.png,2
train_01200.png,0
train_01201.png,3
train_01202.png,3
train_01203.png,3
train_01204.png,0
train_01205.png,2
train_01206.png,2
train_01207.png,3
train_01208.png,3
train_01209.png,2
train_01210.png,3
train_01211.png,3
train_01212.png,4
train_01213.png,3
train_01214.png,4
train_01215.png,4
train_01216.png,1
train_01217.png,2
train_01218.png,4
train_01219.png,2
train_01220.png,2
train_01221.png,4
train_01222.png,4
train_01223.png,0
train_01224.png,1
train_01225.png,4
train_01226.png,0
train_01227.png,2
train_01228.png,2
train_01229.png,2
train_01230.png,0
train_01231.png,0
train_01232.png,2
train_01233.png,0
train_01234.png,1
train_01235.png,2
train_01236.png,0
train_01237.png,0
train_01238.png,1
train_01239.png,0
train_01240.png,2
train_01241.png,4
train_01242.png,1
train_01243.png,3
train_01244.png,3
train_01245.png,2
train_01246.png,2
train_01247.png,0
train_01248.png,3
train_01249.png,2
train_01250.png,1
train_01251.png,4
train_01252.png,4
train_01253.png,3
train_01254.png,2
train_01255.png,3
train_01256.png,2
train_01257.png,3
train_01258.png,4
train_01259.png,4
train_01260.png,3
train_01261.png,2
train_01262.png,2
train_01263.png,2
train_01264.png,1
train_01265.png,4
train_01266.png,0
train_01267.png,3
train_01268.png,1
train_01269.png,1
train_01270.png,0
train_01271.png,1
train_01272.png,2
train_01273.png,3
train_01274.png,2
train_01275.png,1
train_01276.png,0
train_01277.png,1
train_01278.png,3
train_01279.png,2
train_01280.png,1
train_01281.png,4
train_01282.png,4
train_01283.png,2
train_01284.png,4
train_01285.png,2
train_01286.png,3
train_01287.png,3
train_01288.png,4
train_01289.png,1
train_01290.png,3
train_01291.png,2
train_01292.png,2
train_01293.png,0
train_01294.png,0
train_01295.png,1
train_01296.png,0
train_01297.png,2
train_01298.png,3
train_01299.png,2
train_01300.png,4
train_01301.png,2
train_01302.png,4
train_01303.png,3
train_01304.png,1
train_01305.png,0
train_01306.png,2
train_01307.png,3
train_01308.png,1
train_01309.png,3
train_01310.png,4
train_01311.png,2
train_01312.png,4
train_01313.png,0
train_01314.png,2
train_01315.png,4
train_01316.png,3
train_01317.png,3
train_01318.png,1
train_01319.png,2
train_01320.png,2
train_01321.png,4
train_01322.png,4
train_01323.png,0
train_01324.png,0
train_01325.png,2
train_01326.png,2
train_01327.png,2
train_01328.png,0
train_01329.png,4
train_01330.png,0
train_01331.png,0
train_01332.png,0
train_01333.png,0
train_01334.png,1
train_01335.png,4
train_01336.png,0
train_01337.png,0
train_01338.png,4
train_01339.png,3
train_01340.png,4
train_01341.png,1
train_01342.png,4
train_01343.png,0
train_01344.png,1
train_01345.png,0
train_01346.png,2
train_01347.png,3
train_01348.png,3
train_01349.png,1
train_01350.png,1
train_01351.png,4
train_01352.png,4
train_01353.png,0
train_01354.png,4
train_01355.png,4
train_01356.png,1
train_01357.png,4
train_01358.png,2
train_01359.png,4
train_01360.png,0
train_01361.png,4
train_01362.png,1
train_01363.png,4
train_01364.png,4
train_01365.png,0
train_01366.png,3
train_01367.png,4
train_01368.png,2
train_01369.png,2
train_01370.png,2
train_01371.png,3
train_01372.png,3
train_01373.png,3
train_01374.png,1
train_01375.png,0
train_01376.png,4
train_01377.png,3
train_01378.png,2
train_01379.png,0
train_01380.png,1
train_01381.png,1
train_01382.png,0
train_01383.png,0
train_01384.png,3
train_01385.png,0
train_01386.png,3
train_01387.png,0
train_01388.png,0
train_01389.png,0
train_01390.png,4
train_01391.png,0
train_01392.png,4
train_01393.png,3
train_01394.png,3
train_01395.png,1
train_01396.png,0
train_01397.png,2
train_01398.png,1
train_01399.png,4
train_01400.png,1
train_01401.png,1
train_01402.png,4
train_01403.png,2
train_01404.png,1
train_01405.png,2
train_01406.png,1
train_01407.png,0
train_01408.png,3
train_01409.png,3
train_01410.png,2
train_01411.png,2
train_01412.png,3
train_01413.png,0
train_01414.png,4
train_01415.png,2
train_01416.png,0
train_01417.png,1
train_01418.png,0
train_01419.png,2
train_01420.png,2
train_01421.png,3
train_01422.png,4
train_01423.png,3
train_01424.png,2
train_01425.png,4
train_01426.png,2
train_01427.png,1
train_01428.png,3
train_01429.png,4
train_01430.png,0
train_01431.png,2
train_01432.png,2
train_01433.png,4
train_01434.png,4
train_01435.png,0
train_01436.png,4
train_01437.png,0
train_01438.png,2
train_01439.png,2
train_01440.png,3
train_01441.png,2
train_01442.png,1
train_01443.png,4
train_01444.png,0
train_01445.png,2
train_01446.png,0
train_01447.png,0
train_01448.png,1
train_01449.png,1
train_01450.png,0
train_01451.png,2
train_01452.png,0
train_01453.png,1
train_01454.png,0
train_01455.png,4
train_01456.png,3
train_01457.png,0
train_01458.png,3
train_01459.png,2
train_01460.png,1
train_01461.png,4
train_01462.png,3
train_01463.png,3
train_01464.png,1
train_01465.png,0
train_01466.png,2
train_01467.png,3
train_01468.png,0
train_01469.png,3
train_01470.png,0
train_01471.png,2
train_01472.png,2
train_01473.png,2
train_01474.png,2
train_01475.png,0
train_01476.png,2
train_01477.png,3
train_01478.png,3
train_01479.png,2
train_01480.png,2
train_01481.png,2
train_01482.png,3
train_01483.png,2
train_01484.png,1
train_01485.png,4
train_01486.png,4
train_01487.png,1
train_01488.png,2
train_01489.png,0
train_01490.png,0
train_01491.png,0
train_01492.png,2
train_01493.png,0
train_01494.png,4
train_01495.png,4
train_01496.png,2
train_01497.png,3
train_01498.png,4
train_01499.png,4
train_01500.png,0
train_01501.png,2
train_01502.png,1
train_01503.png,3
train_01504.png,2
train_01505.png,1
train_01506.png,4
train_01507.png,2
train_01508.png,0
train_01509.png,4
train_01510.png,0
train_01511.png,1
train_01512.png,4
train_01513.png,1
train_01514.png,0
train_01515.png,3
train_01516.png,2
train_01517.png,4
train_01518.png,2
train_01519.png,2
train_01520.png,1
train_01521.png,1
train_01522.png,3
train_01523.png,4
train_01524.png,4
train_01525.png,1
train_01526.png,0
train_01527.png,1
train_01528.png,3
train_01529.png,4
train_01530.png,4
train_01531.png,1
train_01532.png,4
train_01533.png,3
train_01534.png,2
train_01535.png,0
train_01536.png,0
train_01537.png,2
train_01538.png,2
train_01539.png,0
train_01540.png,4
train_01541.png,4
train_01542.png,3
train_01543.png,1
train_01544.png,1
train_01545.png,4
train_01546.png,2
train_01547.png,1
train_01548.png,1
train_01549.png,0
train_01550.png,1
train_01551.png,3
train_01552.png,0
train_01553.png,0
train_01554.png,2
