image_id,sun_azimuth_angle,label,pseudo_prob
eval_01600.png,306.52,0,0.29375976
eval_00884.png,356.97,0,0.29399338
eval_00409.png,302.24,0,0.29492614
eval_00167.png,7.93,0,0.2958321
eval_00657.png,276.85,0,0.29625198
eval_01161.png,284.2,0,0.2969497
eval_00942.png,320.06,0,0.29762575
eval_00604.png,261.15,0,0.29774338
eval_01088.png,276.01,0,0.29793322
eval_01715.png,350.15,0,0.29984778
eval_01972.png,141.64,1,0.7000693
eval_01776.png,85.11,1,0.7002194
eval_01837.png,109.21,1,0.7003069
eval_00008.png,133.66,1,0.70035535
eval_00602.png,165.07,1,0.7004306
eval_01141.png,168.56,1,0.7005634
eval_00038.png,91.02,1,0.70059264
eval_00603.png,153.32,1,0.7007196
eval_01137.png,114.75,1,0.70076406
eval_01382.png,123.45,1,0.70087177
eval_01276.png,164.25,1,0.7009895
eval_01119.png,120.73,1,0.70106393
eval_00125.png,119.99,1,0.7010891
eval_00699.png,159.13,1,0.7011389
eval_00232.png,104.5,1,0.7011424
eval_00881.png,103.73,1,0.7013925
eval_00464.png,89.47,1,0.70144004
eval_01821.png,167.17,1,0.7014526
eval_01436.png,165.47,1,0.7014646
eval_00198.png,150.26,1,0.7015829
eval_01685.png,179.99,1,0.70179576
eval_00927.png,127.92,1,0.70179844
eval_00394.png,138.02,1,0.7018081
eval_00014.png,97.5,1,0.7020088
eval_00624.png,101.98,1,0.702098
eval_00077.png,183.96,1,0.7021362
eval_00769.png,153.91,1,0.70221055
eval_01733.png,102.85,1,0.70224655
eval_00612.png,173.21,1,0.70229685
eval_00852.png,137.2,1,0.70235837
eval_01488.png,166.93,1,0.7024343
eval_01313.png,173.48,1,0.7024421
eval_00402.png,117.7,1,0.70261663
eval_00661.png,123.05,1,0.70273226
eval_00380.png,64.97,1,0.7030031
eval_00094.png,160.68,1,0.70300865
eval_01620.png,119.77,1,0.7033006
eval_01894.png,191.2,1,0.7034675
eval_01541.png,145.15,1,0.7035738
eval_01931.png,173.06,1,0.7036464
eval_01209.png,170.61,1,0.7036615
eval_00364.png,158.84,1,0.703764
eval_00222.png,140.77,1,0.7038277
eval_00555.png,123.26,1,0.7038315
eval_00330.png,136.76,1,0.7038637
eval_00114.png,139.4,1,0.70392394
eval_00773.png,155.58,1,0.7039837
eval_01947.png,118.39,1,0.7040037
eval_00231.png,110.86,1,0.7040457
eval_00044.png,158.31,1,0.7040886
eval_00559.png,135.45,1,0.7041079
eval_01102.png,142.24,1,0.7042872
eval_00568.png,138.62,1,0.70432746
eval_01579.png,168.52,1,0.7044075
eval_00303.png,119.51,1,0.7047159
eval_00156.png,123.29,1,0.704719
eval_01174.png,173.9,1,0.70473367
eval_00334.png,130.4,1,0.7047657
eval_01892.png,89.48,1,0.7048494
eval_00662.png,114.73,1,0.7050266
eval_00801.png,100.92,1,0.70502883
eval_01367.png,171.44,1,0.70515186
eval_00093.png,168.01,1,0.7052212
eval_00269.png,107.79,1,0.70523435
eval_01882.png,132.73,1,0.705329
eval_01043.png,161.44,1,0.70535517
eval_00936.png,148.27,1,0.70540166
eval_00944.png,170.21,1,0.70547837
eval_01881.png,130.82,1,0.70553744
eval_00296.png,92.93,1,0.7056153
eval_00060.png,165.34,1,0.7057711
eval_01648.png,92.5,1,0.7058998
eval_01971.png,164.97,1,0.705906
eval_01184.png,92.41,1,0.70615655
eval_00090.png,154.56,1,0.70619136
eval_01021.png,176.18,1,0.70635486
eval_00682.png,157.06,1,0.7065071
eval_00382.png,154.78,1,0.70650953
eval_00069.png,134.5,1,0.7066619
eval_01983.png,111.73,1,0.7068083
eval_00006.png,162.83,1,0.70693684
eval_00322.png,129.01,1,0.7069466
eval_01390.png,110.45,1,0.7069914
eval_01458.png,146.28,1,0.7070053
eval_01302.png,154.43,1,0.7070712
eval_01701.png,142.3,1,0.7070876
eval_00890.png,166.25,1,0.7071461
eval_01652.png,123.09,1,0.7071806
eval_00952.png,98.88,1,0.70718735
eval_01207.png,143.28,1,0.707252
eval_01430.png,104.22,1,0.707257
eval_00421.png,110.02,1,0.7073226
eval_00758.png,66.29,1,0.70735645
eval_00328.png,114.95,1,0.7074617
eval_01113.png,104.25,1,0.70752496
eval_00529.png,159.75,1,0.70768124
eval_00782.png,124.26,1,0.70768744
eval_01075.png,133.6,1,0.7080511
eval_01754.png,128.78,1,0.7081385
eval_00935.png,154.95,1,0.7081942
eval_01297.png,93.37,1,0.70821476
eval_01555.png,126.84,1,0.708247
eval_01178.png,149.73,1,0.70831186
eval_01496.png,123.35,1,0.70838803
eval_00991.png,142.12,1,0.7083955
eval_00363.png,157.42,1,0.7084569
eval_01855.png,96.26,1,0.7088953
eval_01850.png,147.94,1,0.70893973
eval_01377.png,134.84,1,0.7089423
eval_00041.png,144.91,1,0.7089987
eval_00107.png,146.33,1,0.70901275
eval_01118.png,153.13,1,0.7090159
eval_01153.png,154.91,1,0.7090474
eval_00894.png,115.54,1,0.70908463
eval_00943.png,122.03,1,0.70913184
eval_01384.png,139.99,1,0.7091831
eval_00998.png,163.36,1,0.7091979
eval_01734.png,138.18,1,0.7093375
eval_00488.png,119.51,1,0.7093903
eval_00569.png,86.52,1,0.7094238
eval_00512.png,161.91,1,0.7094662
eval_00213.png,127.25,1,0.70947343
eval_01838.png,162.36,1,0.7096
eval_01594.png,102.05,1,0.709772
eval_01097.png,107.3,1,0.709841
eval_00593.png,160.35,1,0.70988697
eval_01942.png,119.16,1,0.70990753
eval_01072.png,95.81,1,0.7099679
eval_00365.png,147.95,1,0.7100102
eval_01519.png,116.5,1,0.7100303
eval_01138.png,152.56,1,0.71021044
eval_01431.png,126.29,1,0.7102803
eval_01674.png,102.69,1,0.7104605
eval_00263.png,99.16,1,0.7105311
eval_01167.png,113.63,1,0.71067345
eval_00774.png,199.38,1,0.7106792
eval_00850.png,134.86,1,0.71073633
eval_00285.png,110.2,1,0.71075433
eval_01495.png,112.25,1,0.71084845
eval_00824.png,108.6,1,0.7108788
eval_00260.png,100.57,1,0.7109765
eval_01157.png,115.95,1,0.711016
eval_01453.png,143.52,1,0.71110356
eval_01917.png,96.58,1,0.7112483
eval_00218.png,107.3,1,0.7113625
eval_00097.png,171.06,1,0.7114704
eval_00675.png,144.08,1,0.7114807
eval_01162.png,101.53,1,0.7114807
eval_00110.png,128.56,1,0.71168983
eval_01164.png,173.84,1,0.7117133
eval_01730.png,116.41,1,0.7117306
eval_00676.png,168.26,1,0.7118358
eval_01523.png,115.73,1,0.71185195
eval_01998.png,179.41,1,0.7119354
eval_00518.png,90.79,1,0.711977
eval_00067.png,163.47,1,0.7121156
eval_00805.png,105.72,1,0.71241564
eval_01506.png,192.78,1,0.712543
eval_00751.png,73.89,1,0.7127043
eval_01595.png,97.1,1,0.7129452
eval_00908.png,159.26,1,0.7130361
eval_01878.png,153.89,1,0.7131152
eval_00102.png,153.16,1,0.71315247
eval_00323.png,117.53,1,0.7131605
eval_00803.png,93.54,1,0.7132918
eval_01089.png,178.65,1,0.7133414
eval_00362.png,100.81,1,0.7133858
eval_00552.png,158.24,1,0.71357286
eval_00342.png,99.68,1,0.7136147
eval_01420.png,140.93,1,0.7136539
eval_01247.png,101.46,1,0.71386063
eval_00854.png,169.88,1,0.7138787
eval_00446.png,138.98,1,0.71393424
eval_01761.png,167.87,1,0.71398336
eval_01353.png,167.02,1,0.7140248
eval_01970.png,147.61,1,0.7143285
eval_01217.png,167.41,1,0.71451056
eval_01438.png,132.89,1,0.71454644
eval_01375.png,112.14,1,0.7147277
eval_00553.png,175.77,1,0.7148156
eval_01805.png,137.56,1,0.7148453
eval_01790.png,159.45,1,0.7148754
eval_00525.png,113.17,1,0.7149273
eval_00896.png,98.87,1,0.71502876
eval_00347.png,105.09,1,0.7151427
eval_01508.png,170.75,1,0.71521133
eval_01538.png,141.42,1,0.71536064
eval_01977.png,166.56,1,0.7153734
eval_00659.png,128.93,1,0.71541667
eval_01299.png,117.68,1,0.7155786
eval_00728.png,146.36,1,0.71558285
eval_00182.png,127.85,1,0.71562463
eval_00587.png,166.66,1,0.7156812
eval_00923.png,149.82,1,0.715807
eval_01166.png,158.64,1,0.71606046
eval_01170.png,175.34,1,0.71623963
eval_01799.png,110.6,1,0.71646553
eval_00608.png,112.8,1,0.71659905
eval_00705.png,159.23,1,0.7166015
eval_01123.png,177.99,1,0.7167123
eval_01857.png,131.43,1,0.7167264
eval_01880.png,173.95,1,0.71682644
eval_01581.png,111.34,1,0.71682674
eval_01593.png,71.73,1,0.71694857
eval_01751.png,139.38,1,0.7170049
eval_00945.png,193.11,1,0.717135
eval_01494.png,140.73,1,0.7173823
eval_00703.png,102.42,1,0.71747524
eval_01634.png,94.36,1,0.7175456
eval_01956.png,126.8,1,0.7175464
eval_00033.png,166.92,1,0.7175879
eval_01610.png,114.92,1,0.7176262
eval_00026.png,151.84,1,0.71774244
eval_01347.png,108.35,1,0.7178127
eval_00664.png,127.8,1,0.7178162
eval_01663.png,104.1,1,0.71786445
eval_01386.png,155.24,1,0.71791375
eval_00948.png,187.94,1,0.7179844
eval_01237.png,87.59,1,0.71807927
eval_00483.png,159.06,1,0.7181084
eval_01286.png,100.31,1,0.7182174
eval_01051.png,128.19,1,0.718293
eval_01908.png,142.83,1,0.71865356
eval_00270.png,117.89,1,0.71869105
eval_01076.png,137.14,1,0.7187077
eval_01108.png,133.63,1,0.71873236
eval_00846.png,116.8,1,0.7187428
eval_01398.png,121.12,1,0.7187639
eval_00207.png,117.02,1,0.7187823
eval_01710.png,111.41,1,0.7188438
eval_00443.png,169.77,1,0.71885246
eval_01197.png,159.49,1,0.7189299
eval_00887.png,115.62,1,0.71900463
eval_01070.png,135.82,1,0.71918225
eval_01932.png,150.76,1,0.71918833
eval_00036.png,120.11,1,0.71925455
eval_00931.png,72.68,1,0.7192941
eval_00062.png,104.02,1,0.7193142
eval_00747.png,128.51,1,0.7193683
eval_00344.png,119.52,1,0.719481
eval_01314.png,109.22,1,0.7195351
eval_00839.png,90.32,1,0.7196548
eval_00575.png,90.84,1,0.7196785
eval_01551.png,147.89,1,0.71970445
eval_01084.png,118.35,1,0.71973795
eval_00646.png,125.19,1,0.71985
eval_00177.png,113.86,1,0.7199298
eval_01714.png,169.55,1,0.72006094
eval_00958.png,141.61,1,0.7200992
eval_00554.png,123.44,1,0.72047186
eval_00909.png,80.91,1,0.72052556
eval_01017.png,163.78,1,0.72068965
eval_00877.png,102.81,1,0.72075486
eval_01888.png,171.53,1,0.7209265
eval_00267.png,165.29,1,0.7210578
eval_01020.png,178.68,1,0.72118944
eval_00072.png,100.16,1,0.7211999
eval_01952.png,128.7,1,0.7213493
eval_00740.png,127.99,1,0.7213745
eval_01107.png,93.36,1,0.72149503
eval_01797.png,178.26,1,0.72158444
eval_01220.png,128.81,1,0.7216457
eval_01158.png,131.0,1,0.7218098
eval_01264.png,121.39,1,0.72186697
eval_01019.png,116.35,1,0.7218678
eval_01378.png,94.88,1,0.7219484
eval_01927.png,129.05,1,0.72199345
eval_01518.png,95.27,1,0.7220636
eval_01073.png,156.81,1,0.7220768
eval_00451.png,111.05,1,0.72209686
eval_01122.png,122.48,1,0.72235316
eval_00052.png,174.03,1,0.7224694
eval_00545.png,73.61,1,0.7225311
eval_01560.png,159.86,1,0.7226558
eval_00862.png,97.49,1,0.722664
eval_00048.png,112.07,1,0.7227554
eval_01887.png,120.26,1,0.7233666
eval_00520.png,131.49,1,0.723452
eval_01548.png,163.86,1,0.7234706
eval_00300.png,162.13,1,0.72354513
eval_00810.png,139.25,1,0.72364265
eval_01011.png,95.47,1,0.72364676
eval_00470.png,129.15,1,0.72368824
eval_01756.png,102.75,1,0.72375894
eval_00534.png,146.72,1,0.72378945
eval_01898.png,99.91,1,0.72381216
eval_00731.png,177.2,1,0.7239354
eval_01159.png,101.03,1,0.7239848
eval_00996.png,138.77,1,0.7240685
eval_00011.png,143.46,1,0.72409135
eval_01079.png,102.54,1,0.72425973
eval_00245.png,142.23,1,0.72428346
eval_00550.png,148.24,1,0.72430843
eval_00009.png,153.68,1,0.7243361
eval_01040.png,103.37,1,0.72437924
eval_00856.png,107.35,1,0.7243877
eval_01918.png,120.16,1,0.7246002
eval_00961.png,149.01,1,0.7246516
eval_00205.png,121.48,1,0.7250048
eval_00460.png,150.33,1,0.72509646
eval_01295.png,131.85,1,0.7251896
eval_01651.png,104.83,1,0.7252233
eval_00826.png,124.52,1,0.72548103
eval_01526.png,97.07,1,0.72556823
eval_01591.png,146.94,1,0.72565126
eval_01394.png,147.57,1,0.72572494
eval_01101.png,178.14,1,0.72574735
eval_00809.png,179.01,1,0.7259394
eval_01991.png,149.45,1,0.72609717
eval_01087.png,143.64,1,0.7262886
eval_01005.png,127.94,1,0.7263281
eval_01884.png,163.09,1,0.7264136
eval_00825.png,137.02,1,0.72651136
eval_00056.png,189.51,1,0.7265759
eval_00297.png,176.11,1,0.7266746
eval_00997.png,147.98,1,0.72676873
eval_00831.png,84.02,1,0.72678834
eval_01707.png,105.2,1,0.7268328
eval_00210.png,100.04,1,0.72689384
eval_00355.png,149.4,1,0.72693694
eval_01990.png,119.88,1,0.7269385
eval_01069.png,154.79,1,0.7271585
eval_00415.png,132.26,1,0.7272267
eval_01388.png,149.26,1,0.72739273
eval_01692.png,126.05,1,0.72740567
eval_01301.png,144.54,1,0.7275046
eval_00959.png,143.65,1,0.7275369
eval_00116.png,169.79,1,0.7275413
eval_00386.png,118.9,1,0.72781104
eval_01251.png,167.3,1,0.7278636
eval_01224.png,161.48,1,0.728035
eval_00565.png,95.75,1,0.728045
eval_00506.png,146.55,1,0.72851235
eval_01559.png,149.65,1,0.7285943
eval_00206.png,112.39,1,0.72861856
eval_00939.png,131.65,1,0.7289199
eval_00674.png,146.89,1,0.72893393
eval_00829.png,121.86,1,0.7290825
eval_01455.png,100.28,1,0.72911096
eval_00956.png,127.49,1,0.7291502
eval_00309.png,121.45,1,0.72920203
eval_00228.png,123.17,1,0.7292652
eval_01771.png,172.77,1,0.7293047
eval_00384.png,155.5,1,0.7295052
eval_00199.png,147.88,1,0.7295819
eval_01525.png,141.38,1,0.73025036
eval_00863.png,127.1,1,0.73034936
eval_00076.png,124.68,1,0.7304075
eval_00422.png,168.76,1,0.73054516
eval_01836.png,106.78,1,0.73101294
eval_01631.png,158.67,1,0.7311179
eval_01000.png,152.78,1,0.7312107
eval_00571.png,192.59,1,0.73123854
eval_01201.png,103.01,1,0.7314068
eval_01022.png,150.94,1,0.731439
eval_00969.png,116.76,1,0.7314793
eval_01243.png,155.06,1,0.7315415
eval_01110.png,143.3,1,0.7316873
eval_00754.png,130.83,1,0.7322173
eval_00173.png,146.89,1,0.73253345
eval_01510.png,109.71,1,0.73256016
eval_01499.png,164.8,1,0.7325606
eval_00261.png,117.15,1,0.73261553
eval_01704.png,148.65,1,0.732631
eval_01945.png,124.41,1,0.732905
eval_00283.png,107.27,1,0.7329312
eval_01672.png,106.24,1,0.73293746
eval_00268.png,153.76,1,0.73296124
eval_00286.png,145.63,1,0.7330796
eval_00010.png,164.63,1,0.73328114
eval_00121.png,68.17,1,0.73363626
eval_01659.png,150.53,1,0.73378885
eval_01205.png,127.98,1,0.7339361
eval_01552.png,165.91,1,0.7340125
eval_00257.png,92.84,1,0.73402476
eval_01171.png,171.38,1,0.73410237
eval_00147.png,149.69,1,0.73411226
eval_01229.png,150.26,1,0.7343874
eval_00697.png,153.18,1,0.7345919
eval_00142.png,121.67,1,0.73476505
eval_01139.png,150.73,1,0.73480755
eval_00577.png,145.8,1,0.73480976
eval_00029.png,132.57,1,0.73541534
eval_01628.png,84.61,1,0.735484
eval_01277.png,162.91,1,0.73559684
eval_01464.png,141.75,1,0.73566
eval_01915.png,131.12,1,0.7356877
eval_01248.png,127.08,1,0.73577297
eval_01131.png,107.96,1,0.7358339
eval_00806.png,138.82,1,0.7358849
eval_01067.png,181.47,1,0.73616636
eval_01411.png,126.09,1,0.73619443
eval_00610.png,109.94,1,0.73635477
eval_01370.png,137.61,1,0.7364453
eval_00780.png,156.98,1,0.73656654
eval_00514.png,89.77,1,0.7367574
eval_00191.png,146.84,1,0.73678124
eval_01285.png,124.37,1,0.73681706
eval_01903.png,147.33,1,0.7369012
eval_00558.png,124.22,1,0.7369465
eval_01699.png,159.46,1,0.7369518
eval_00127.png,142.91,1,0.7370035
eval_01081.png,137.57,1,0.7370276
eval_00047.png,142.01,1,0.73708165
eval_00631.png,133.95,1,0.73711544
eval_01407.png,135.6,1,0.73721033
eval_01531.png,165.28,1,0.7373434
eval_01321.png,98.43,1,0.73736036
eval_00401.png,97.87,1,0.73744285
eval_00633.png,172.78,1,0.7374862
eval_00419.png,96.7,1,0.7375434
eval_00414.png,101.05,1,0.7377096
eval_01641.png,130.5,1,0.7377805
eval_01986.png,99.86,1,0.73786443
eval_00310.png,158.19,1,0.7378721
eval_00370.png,128.44,1,0.7379614
eval_01770.png,162.79,1,0.73808956
eval_00970.png,170.56,1,0.73826
eval_00736.png,129.36,1,0.7384024
eval_01465.png,139.74,1,0.7386088
eval_01961.png,113.82,1,0.7390031
eval_01899.png,133.38,1,0.7390973
eval_01127.png,113.25,1,0.7391386
eval_01231.png,119.02,1,0.73947555
eval_01363.png,158.89,1,0.73947746
eval_01049.png,162.56,1,0.7394857
eval_01885.png,117.73,1,0.73954004
eval_00049.png,120.33,1,0.73962474
eval_00660.png,170.8,1,0.74017936
eval_00750.png,159.57,1,0.74042773
eval_01048.png,145.63,1,0.74090236
eval_00144.png,130.39,1,0.74100107
eval_00438.png,133.98,1,0.7410743
eval_00202.png,136.79,1,0.7411005
eval_00723.png,100.35,1,0.7412338
eval_01965.png,127.81,1,0.7413288
eval_01228.png,138.25,1,0.7413657
eval_01583.png,154.76,1,0.741411
eval_01528.png,125.11,1,0.74157983
eval_00749.png,174.52,1,0.7416698
eval_01833.png,101.35,1,0.74190867
eval_00508.png,114.09,1,0.7419274
eval_00246.png,147.04,1,0.7420791
eval_00314.png,178.98,1,0.7421365
eval_00795.png,145.69,1,0.74220496
eval_01502.png,147.31,1,0.7422218
eval_01661.png,154.1,1,0.7422887
eval_01909.png,144.06,1,0.7423854
eval_01221.png,148.75,1,0.74259627
eval_01111.png,109.96,1,0.7426385
eval_00787.png,126.1,1,0.7426504
eval_01468.png,105.42,1,0.7430089
eval_00387.png,158.86,1,0.7434072
eval_00431.png,120.32,1,0.74348736
eval_01326.png,132.85,1,0.7435253
eval_01093.png,131.93,1,0.74361205
eval_00135.png,129.68,1,0.7437463
eval_01368.png,156.48,1,0.74444544
eval_01615.png,140.15,1,0.7448346
eval_01606.png,104.06,1,0.74497515
eval_01868.png,105.21,1,0.7451586
eval_00487.png,163.61,1,0.7452543
eval_00015.png,138.2,1,0.7452601
eval_01605.png,164.95,1,0.74529123
eval_00395.png,138.1,1,0.7453254
eval_01886.png,88.0,1,0.74550295
eval_00079.png,154.85,1,0.74593574
eval_01820.png,156.05,1,0.74611723
eval_01938.png,103.33,1,0.74626976
eval_01478.png,135.9,1,0.74630994
eval_00416.png,153.5,1,0.74635506
eval_01475.png,159.33,1,0.7467334
eval_00585.png,111.37,1,0.74713284
eval_00214.png,153.54,1,0.7471693
eval_00230.png,136.72,1,0.74735636
eval_01437.png,117.07,1,0.74736714
eval_00876.png,167.5,1,0.7475999
eval_00316.png,120.75,1,0.74785304
eval_01584.png,142.65,1,0.74810064
eval_01809.png,116.17,1,0.74818707
eval_00016.png,129.62,1,0.7482739
eval_00101.png,132.05,1,0.7483912
eval_00405.png,136.99,1,0.74856985
eval_00643.png,177.12,1,0.74870574
eval_00748.png,127.73,1,0.7487372
eval_00251.png,96.36,1,0.7487576
eval_00968.png,132.6,1,0.7490356
eval_01875.png,107.1,1,0.74905056
eval_00635.png,159.38,1,0.74913675
eval_00366.png,133.86,1,0.7492548
eval_01757.png,180.26,1,0.7493466
eval_01566.png,155.15,1,0.7494148
eval_00305.png,140.92,1,0.7496058
eval_00367.png,113.1,1,0.7497927
eval_00252.png,164.89,1,0.7499607
eval_00819.png,114.98,1,0.74998355
eval_01397.png,135.34,1,0.7501234
eval_01140.png,171.21,1,0.75029016
eval_01193.png,97.11,1,0.75043964
eval_01339.png,89.17,1,0.75046164
eval_00732.png,155.5,1,0.75066763
eval_00781.png,115.07,1,0.7508043
eval_01103.png,93.53,1,0.7508874
eval_00400.png,157.49,1,0.7509309
eval_00584.png,130.46,1,0.75098014
eval_01105.png,173.36,1,0.7511351
eval_00496.png,137.82,1,0.7512221
eval_01973.png,91.22,1,0.7513514
eval_00861.png,141.28,1,0.7513564
eval_01603.png,147.12,1,0.7513752
eval_01456.png,111.85,1,0.7514303
eval_01328.png,96.79,1,0.7514529
eval_01218.png,123.38,1,0.7515439
